target_chembl_ID,organism,tax_id,pref_name,component_synonym
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE1C
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE8A
CHEMBL2363066,Homo sapiens,9606,"3',5'-cyclic phosphodiesterase",PDE7B
CHEMBL2363067,Homo sapiens,9606,Phosphodiesterase 8,PDE8B
CHEMBL2363067,Homo sapiens,9606,Phosphodiesterase 8,PDE8A
CHEMBL2363068,Homo sapiens,9606,Prostaglandin E2 receptor,PTGER1
CHEMBL2363068,Homo sapiens,9606,Prostaglandin E2 receptor,PTGER4
CHEMBL2363068,Homo sapiens,9606,Prostaglandin E2 receptor,PTGER2
CHEMBL2363068,Homo sapiens,9606,Prostaglandin E2 receptor,PTGER3
CHEMBL2363069,Homo sapiens,9606,Retinoic acid receptor,RARG
CHEMBL2363069,Homo sapiens,9606,Retinoic acid receptor,RARB
CHEMBL2363069,Homo sapiens,9606,Retinoic acid receptor,RARA
CHEMBL2363070,Homo sapiens,9606,Retinoid X receptor,RXRB
CHEMBL2363070,Homo sapiens,9606,Retinoid X receptor,RXRG
CHEMBL2363070,Homo sapiens,9606,Retinoid X receptor,RXRA
CHEMBL2363071,Homo sapiens,9606,Retinoid receptor,RXRB
CHEMBL2363071,Homo sapiens,9606,Retinoid receptor,RARG
CHEMBL2363071,Homo sapiens,9606,Retinoid receptor,RXRG
CHEMBL2363071,Homo sapiens,9606,Retinoid receptor,RARB
CHEMBL2363071,Homo sapiens,9606,Retinoid receptor,RARA
CHEMBL2363071,Homo sapiens,9606,Retinoid receptor,RXRA
CHEMBL2363074,Homo sapiens,9606,SRC,FYN
CHEMBL2363074,Homo sapiens,9606,SRC,SRC
CHEMBL2363074,Homo sapiens,9606,SRC,LCK
CHEMBL2363074,Homo sapiens,9606,SRC,YES1
CHEMBL2363074,Homo sapiens,9606,SRC,BLK
CHEMBL2363074,Homo sapiens,9606,SRC,HCK
CHEMBL2363074,Homo sapiens,9606,SRC,LYN
CHEMBL2363074,Homo sapiens,9606,SRC,FRK
CHEMBL2363074,Homo sapiens,9606,SRC,FGR
CHEMBL2363074,Homo sapiens,9606,SRC,SRMS
CHEMBL2363075,Homo sapiens,9606,Steroid 5-alpha-reductase,SRD5A1
CHEMBL2363075,Homo sapiens,9606,Steroid 5-alpha-reductase,SRD5A2
CHEMBL2363075,Homo sapiens,9606,Steroid 5-alpha-reductase,SRD5A3
CHEMBL2363076,Bacteria,2,Topoisomerase IV,parC
CHEMBL2363076,Bacteria,2,Topoisomerase IV,parE
CHEMBL2363077,Neisseria gonorrhoeae,485,Topoisomerase IV,parC
CHEMBL2363077,Neisseria gonorrhoeae,485,Topoisomerase IV,topB
CHEMBL2363078,Homo sapiens,9606,Vasopressin receptor,AVPR2
CHEMBL2363078,Homo sapiens,9606,Vasopressin receptor,AVPR1A
CHEMBL2363078,Homo sapiens,9606,Vasopressin receptor,AVPR1B
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsB
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplD
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsA
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsJ
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsK
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsL
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsM
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsN
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsO
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsP
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsQ
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsR
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsS
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsT
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsU
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsC
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsD
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsE
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsF
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsG
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsH
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpsI
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplJ
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplK
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplM
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplN
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplO
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplP
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplQ
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplR
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplS
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplA
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplT
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplU
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplV
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplW
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplX
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplY
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmA
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmB
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmC
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplB
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmD
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,ykgM
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmE
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmF
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmG
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmH
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmI
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,ykgO
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rpmJ
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplC
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplE
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplF
CHEMBL2363135,Bacteria,2,Bacterial 70S ribosome,rplL
CHEMBL2363852,Clostridium difficile,1496,DNA-directed RNA polymerase,rpoA
CHEMBL2363852,Clostridium difficile,1496,DNA-directed RNA polymerase,rpoB
CHEMBL2363852,Clostridium difficile,1496,DNA-directed RNA polymerase,rpoC
CHEMBL2363852,Clostridium difficile,1496,DNA-directed RNA polymerase,rpoZ
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsA
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsJ
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsK
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsL
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsM
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsN
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsO
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsP
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsQ
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsR
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsS
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsB
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsT
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsU
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsC
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsD
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsE
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsF
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsG
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsH
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpsI
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplA
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplJ
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplK
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplM
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplN
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplO
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplP
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplQ
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplR
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplS
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplB
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplT
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplU
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplV
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplW
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplX
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmA
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmB
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmC
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplC
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmD
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmE2
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmF
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmG1
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmG2
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmG3
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmH
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmI
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rpmJ
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplD
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplE
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplF
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplL
CHEMBL2363853,Streptococcus pneumoniae,1313,70S ribosome,rplI
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplM
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsA
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsJ
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsK
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsL
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsM
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsN
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsZ
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsO
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsP
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsQ
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsR1
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsR2
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsS
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsB
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsT
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsC
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsD
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsE
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsF
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsG
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsH
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpsI
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplA
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplJ
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplK
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplN
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplO
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplP
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplQ
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplR
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplS
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplB
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplT
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplU
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplV
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplW
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplX
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplY
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmA
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmB1
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmB2
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmC
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplC
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmD
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmE
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmF
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmG1
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmG2
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmH
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmI
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rpmJ
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplD
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplE
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplF
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplL
CHEMBL2363965,Mycobacterium tuberculosis,1773,70S ribosome,rplI
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsJ
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsK
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsL
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsM
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsN
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsO
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsP
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsQ
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsR
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsS
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsA
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsT
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsU
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsB
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsC
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsD
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsE
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsF
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsG
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsH
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpsI
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplJ
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplK
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplM
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplN
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplO
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplP
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplQ
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplR
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplS
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplA
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplT
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplU
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplV
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplW
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplX
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplY
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmA
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmB
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmC
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplB
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmD
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmE2
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmE
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmF
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmG
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmH
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmI
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmJ2
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rpmJ
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplC
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplD
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplE
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplF
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplL
CHEMBL2364022,Pseudomonas aeruginosa,287,70S ribosome,rplI
CHEMBL2364023,Pediculus humanus capitis,121226,Nicotinic acetylcholine receptor,8238275
CHEMBL2364023,Pediculus humanus capitis,121226,Nicotinic acetylcholine receptor,8238272
CHEMBL2364023,Pediculus humanus capitis,121226,Nicotinic acetylcholine receptor,8238273
CHEMBL2364023,Pediculus humanus capitis,121226,Nicotinic acetylcholine receptor,8232849
CHEMBL2364023,Pediculus humanus capitis,121226,Nicotinic acetylcholine receptor,8232852
CHEMBL2364023,Pediculus humanus capitis,121226,Nicotinic acetylcholine receptor,8232002
CHEMBL2364024,Sarcoptes scabiei,52283,GABA-A receptor,Rdl1
CHEMBL2364024,Sarcoptes scabiei,52283,GABA-A receptor,Rdl2
CHEMBL2364024,Sarcoptes scabiei,52283,GABA-A receptor,Rdl3
CHEMBL2364025,Pediculus humanus,121225,GABA-A receptor,8239847
CHEMBL2364025,Pediculus humanus,121225,GABA-A receptor,8232983
CHEMBL2364025,Pediculus humanus,121225,GABA-A receptor,8233868
CHEMBL2364026,Cryptosporidium parvum,5807,Pyruvate:ferredoxin oxidoreductase,PFOR
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsK
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsL
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsM
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsZ
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsN
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsO
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsP
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsQ
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsR
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsS
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsT
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsU
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsB
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsC
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsD
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsE
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsF
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsG
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsH
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpsI
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplJ
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplK
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplM
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplN
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplO
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplP
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplQ
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplR
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplS
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplA
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplT
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplU
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplV
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplW
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplX
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmA
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmB
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmC
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplB
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmD
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmE2
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmF
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmG1
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmG2
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmH
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmI
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rpmJ
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplC
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplD
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplE
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplF
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplL
CHEMBL2364096,Staphylococcus aureus,1280,70S ribosome,rplI
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsJ
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsK
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsL
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsM
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsZ
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsN
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsO
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsP
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsQ
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsR
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsS
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsT
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsU
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsB
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsC
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsD
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsE
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsF
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsG
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsH
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpsI
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplJ
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplK
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplN
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplO
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplP
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplR
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplS
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplA
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplT
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplU
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplV
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplW
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplX
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmA
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmB
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmC
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rplB
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmD
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmE2
CHEMBL2364103,Streptococcus pyogenes,1314,70S ribosome,rpmF
