Drug,Targets
erythromycin,"['NQO1', 'PROCR', 'HMOX1', 'CD1A', 'PGR', 'NCOA2', 'NR1H2', 'DHRS11', 'HSD11B1', 'NCOA1', 'RTN4IP1', 'MUT', 'NME2', 'GSR', 'ADORA2A', 'THRB', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'DHRS4', 'GLTP', 'AR', 'AR', 'NCOA1', 'ADORA2A', 'MED1', 'PCNA', 'F2R', 'BCL2L1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'HTR1B', 'HTR2B']"
liothyronine,"['ACADM', 'PROCR', 'NR1H2', 'TCN2', 'KDM1A', 'NCOA1', 'CYP2C8', 'CETP', 'NCOA2', 'KDM1A', 'KDM1A', 'MUT', 'SNAI1', 'NME2', 'CYP2R1', 'THRB', 'THRA', 'NCOA1', 'RORC', 'RORC', 'RORC', 'CYP3A4', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'CYP19A1', 'CD1B', 'CYP2D6', 'CTNNB1', 'NCOA2', 'NCOA2', 'CYP7A1', 'PPARG', 'NCOA1', 'PCNA', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2']"
daunorubicin,"['PCTP', 'ECI1', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'NCOA1', 'NCOA2', 'ESRRG', 'AR', 'NCOA2', 'GGPS1', 'ERO1A', 'PTGIS', 'NME2', 'ADORA2A', 'NCOA1', 'THRB', 'THRA', 'NCOA1', 'NCOA2', 'RORC', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'GLTP', 'PANK1', 'AR', 'AR', 'PCNA', 'BCL2L1', 'NR0B2', 'NCOA2', 'NCOA1', 'NCOA2', 'CD1D', 'NCOA2', 'NCOA2', 'SMO']"
isotretinoin,"['RARA', 'PCTP', 'PROCR', 'CD1A', 'PGR', 'NR1H2', 'ESRRG', 'CRABP2', 'CETP', 'NCOA2', 'TLR1', 'NCOA2', 'NME2', 'CYP2R1', 'THRB', 'CD1D', 'THRA', 'NCOA1', 'NCOA2', 'NCOA1', 'RORC', 'RORC', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'GLTP', 'NCOA1', 'CYP2D6', 'CTNNB1', 'PCNA', 'NCOA1', 'NCOA1', 'NR0B2', 'NCOA2', 'NCOA1', 'CD1D', 'NCOA1', 'NCOA1']"
progesterone,"['GALE', 'PCTP', 'PROCR', 'NMNAT3', 'CD1A', 'AKR1C3', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'AKR1B10', 'ESRRG', 'APOD', 'GIF', 'AR', 'NCOA2', 'AR', 'NCOA2', 'TLR1', 'NME2', 'NCOA2', 'THRB', 'CD1D', 'NCOA2', 'GIF', 'AR', 'AR', 'NCOA2', 'DHRS4', 'NCOA1', 'RNLS', 'AR', 'AR', 'PCNA', 'NCOA1', 'NCOA2', 'CD1D', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2']"
propofol,"['GSTA1', 'PROCR', 'HNF4G', 'HMOX1', 'PGR', 'NCOA2', 'NCOA2', 'CRYZ', 'NCOA2', 'BDH2', 'IDO1', 'ESRRG', 'NCOA1', 'NCOA5', 'FN1', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'NME2', 'THRB', 'THRA', 'NCOA1', 'NCOA2', 'AR', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA1', 'BCL2L1', 'CD1B', 'CYP2D6', 'AR', 'NCOA1', 'PCNA', 'BCL2L1', 'NCOA1', 'OPRL1', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA2', 'NCOA2']"
flurbiprofen,"['NMNAT3', 'CD1A', 'CYP2C9', 'PGR', 'TLR1', 'VDR', 'NME2', 'CYP2R1', 'CYP2E1', 'NCOA1', 'THRB', 'CD1D', 'THRA', 'NCOA2', 'CYP3A4', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'PPARA', 'MED1', 'PCNA', 'MED1', 'MED1', 'F2R', 'CD1D', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'CYP1A1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
rosiglitazone,"['PROCR', 'PGR', 'NR1H2', 'NCOA1', 'IDO1', 'NCOA1', 'NCOA1', 'TLR1', 'VDR', 'PPARG', 'NME2', 'NCOA1', 'NCOA1', 'THRB', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'PPARGC1B', 'NCOA1', 'PPARD', 'CTNNB1', 'PPARG', 'PPARG', 'PPARG', 'NCOA1', 'PPARA', 'PCNA', 'NCOA1', 'CD1D', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2']"
estradiol,"['NCOA2', 'NCOA2', 'HSD17B1', 'PROCR', 'PGR', 'HSD17B4', 'ESRRG', 'NCOA1', 'NCOA5', 'NCOA5', 'FN1', 'ESR1', 'NCOA2', 'VDR', 'NME2', 'THRB', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'AR', 'PPARA', 'PCNA', 'NR0B2', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
testosterone,"['ACAD8', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'ESRRG', 'AR', 'NCOA2', 'AR', 'NCOA2', 'MUT', 'TLR1', 'NME2', 'NCOA2', 'THRB', 'CD1D', 'NCOA2', 'RORC', 'AR', 'AR', 'NCOA2', 'NCOA1', 'NCOA2', 'GSTK1', 'NCOA1', 'CD1B', 'NCOA2', 'NCOA1', 'AR', 'AR', 'PCNA', 'BCL2L1', 'NCOA2', 'CD1D', 'NCOA1', 'HTR2B', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
bexarotene,"['TTPA', 'NCOA2', 'NCOA2', 'NR1H2', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'VDR', 'NME2', 'NCOA1', 'NCOA2', 'THRB', 'CD1D', 'THRA', 'NCOA1', 'NMT1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'RXRA', 'NCOA2', 'NCOA1', 'NCOA1', 'CD1B', 'CTNNB1', 'NCOA1', 'AR', 'PCNA', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NR0B2', 'NCOA1', 'CD1D', 'NCOA2', 'NCOA2']"
dexamethasone,"['NCOA2', 'NCOA2', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'ESRRG', 'NCOA5', 'FN1', 'AR', 'NCOA2', 'AR', 'NCOA2', 'ESR1', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'NCOA2', 'ESRRA', 'RORC', 'AR', 'AR', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'AR', 'AR', 'PIK3R1', 'NCOA2', 'HTR2B', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
telmisartan,"['PROCR', 'SEC14L2', 'NR1H2', 'NCOA1', 'CETP', 'NCOA1', 'PPARG', 'NME2', 'NCOA1', 'NCOA1', 'THRB', 'NCOA1', 'RORC', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'PPARGC1B', 'NCOA1', 'PPARD', 'PPARG', 'PPARG', 'PPARG', 'NCOA1', 'PPARA', 'MED1', 'MED1', 'PCNA', 'NCOA1', 'MED1', 'MED1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2']"
raloxifene,"['NCOA2', 'NCOA2', 'PGR', 'ESRRG', 'NCOA5', 'NCOA5', 'FN1', 'ESR1', 'NCOA2', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'NCOA1', 'NCOA2', 'AR', 'AR', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'GSTK1', 'CD1B', 'NCOA1', 'NCOA1', 'NCOA1', 'AR', 'AR', 'PCNA', 'MED1', 'NCOA2', 'CD1D', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
methylprednisolone,"['NCOA2', 'NCOA2', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'ESRRG', 'NCOA5', 'FN1', 'AR', 'NCOA2', 'AR', 'NCOA2', 'ESR1', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'NCOA2', 'ESRRA', 'RORC', 'AR', 'AR', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'AR', 'AR', 'PIK3R1', 'NCOA2', 'HTR2B', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
mifepristone,"['PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'ESRRG', 'NCOA1', 'FN1', 'NCOA1', 'AR', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'PPARG', 'NME2', 'NCOA1', 'NCOA2', 'THRB', 'NCOA1', 'NCOA2', 'AR', 'AR', 'NCOA2', 'NCOA1', 'NCOA1', 'PPARGC1B', 'NCOA1', 'CTNNB1', 'AR', 'AR', 'PPARG', 'PPARG', 'NCOA1', 'PCNA', 'NCOA1', 'NR0B2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2']"
mometasone,"['RARA', 'NCOA2', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'ESRRG', 'FN1', 'AR', 'NCOA2', 'AR', 'NCOA2', 'ESR1', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'CD1D', 'NCOA2', 'ESRRA', 'AR', 'AR', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'S1PR1', 'AR', 'AR', 'PIK3R1', 'NCOA1', 'NCOA2', 'CD1D', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
spironolactone,"['NCOA1', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'ESRRG', 'NCOA2', 'AR', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'TLR1', 'NME2', 'NCOA2', 'THRB', 'NCOA1', 'NCOA2', 'NCOA1', 'AR', 'AR', 'NCOA2', 'CYP1B1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'S1PR1', 'AR', 'AR', 'PCNA', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
bicalutamide,"['PROCR', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'IDO1', 'NCOA5', 'AR', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'NME2', 'NCOA1', 'NCOA1', 'NCOA2', 'THRB', 'NCOA1', 'NCOA2', 'NCOA1', 'RORC', 'AR', 'AR', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA1', 'AR', 'AR', 'PPARG', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2']"
tamoxifen,"['NCOA2', 'NCOA2', 'PGR', 'NCOA2', 'NCOA2', 'ESRRG', 'NCOA5', 'NCOA5', 'FN1', 'AR', 'AR', 'ESR1', 'NCOA2', 'NME2', 'THRB', 'NCOA1', 'NCOA2', 'ESRRA', 'AR', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'AR', 'AR', 'PCNA', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
flutamide,"['NCOA1', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'ESRRG', 'AR', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'NCOA2', 'ESRRA', 'NCOA1', 'RORC', 'RORC', 'AR', 'AR', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'AR', 'AR', 'BCL2L1', 'NCOA1', 'NCOA2', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
fludrocortisone,"['NCOA2', 'PGR', 'AR', 'NCOA2', 'NCOA2', 'NR1H2', 'ESRRG', 'NCOA5', 'NCOA5', 'NCOA2', 'AR', 'NCOA2', 'AR', 'NCOA2', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'NCOA2', 'NCOA1', 'RORC', 'AR', 'AR', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA2', 'NCOA1', 'AR', 'AR', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
estrone,"['NCOA2', 'NCOA2', 'PGR', 'AR', 'NCOA2', 'ESRRG', 'NCOA5', 'NCOA5', 'FN1', 'NCOA2', 'AR', 'AR', 'ESR1', 'NCOA2', 'NME2', 'NCOA2', 'THRB', 'NCOA2', 'AR', 'AR', 'NCOA1', 'NCOA1', 'NCOA2', 'NCOA2', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'NCOA1', 'AR', 'AR', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2', 'NCOA2']"
